../results/SPEC2006_runbench/mcf.total,L1_D_0,total_hits,5811624515
../results/SPEC2006_runbench/mcf.total,L1_D_0,total_miss,541830124
../results/SPEC2006_runbench/mcf.total,L1_D_0,total_access,6353454639
../results/SPEC2006_runbench/mcf.total,L1_D_0,hit_ratio,91.4719
../results/SPEC2006_runbench/mcf.total,L1_D_0,miss_ratio,8.5281
../results/SPEC2006_runbench/mcf.total,L1_I_0,total_hits,3129003
../results/SPEC2006_runbench/mcf.total,L1_I_0,total_miss,139813
../results/SPEC2006_runbench/mcf.total,L1_I_0,total_access,3268816
../results/SPEC2006_runbench/mcf.total,L1_I_0,hit_ratio,95.7228
../results/SPEC2006_runbench/mcf.total,L1_I_0,miss_ratio,4.2772
../results/SPEC2006_runbench/mcf.total,L2_0,total_hits,376981348
../results/SPEC2006_runbench/mcf.total,L2_0,total_miss,180335944
../results/SPEC2006_runbench/mcf.total,L2_0,total_access,557317292
../results/SPEC2006_runbench/mcf.total,L2_0,hit_ratio,67.6421
../results/SPEC2006_runbench/mcf.total,L2_0,miss_ratio,32.3579
../results/SPEC2006_runbench/mcf.total,L3_0,total_hits,101026816
../results/SPEC2006_runbench/mcf.total,L3_0,total_miss,79309128
../results/SPEC2006_runbench/mcf.total,L3_0,total_access,180335944
../results/SPEC2006_runbench/mcf.total,L3_0,hit_ratio,56.0215
../results/SPEC2006_runbench/mcf.total,L3_0,miss_ratio,43.9785
