../results/SPEC2006_runbench/bzip.total,L1_D_0,total_hits,26324579246
../results/SPEC2006_runbench/bzip.total,L1_D_0,total_miss,165562968
../results/SPEC2006_runbench/bzip.total,L1_D_0,total_access,26490142214
../results/SPEC2006_runbench/bzip.total,L1_D_0,hit_ratio,99.3750
../results/SPEC2006_runbench/bzip.total,L1_D_0,miss_ratio,0.6250
../results/SPEC2006_runbench/bzip.total,L1_I_0,total_hits,158814456
../results/SPEC2006_runbench/bzip.total,L1_I_0,total_miss,158551
../results/SPEC2006_runbench/bzip.total,L1_I_0,total_access,158973007
../results/SPEC2006_runbench/bzip.total,L1_I_0,hit_ratio,99.9003
../results/SPEC2006_runbench/bzip.total,L1_I_0,miss_ratio,0.0997
../results/SPEC2006_runbench/bzip.total,L2_0,total_hits,126519720
../results/SPEC2006_runbench/bzip.total,L2_0,total_miss,43774147
../results/SPEC2006_runbench/bzip.total,L2_0,total_access,170293867
../results/SPEC2006_runbench/bzip.total,L2_0,hit_ratio,74.2949
../results/SPEC2006_runbench/bzip.total,L2_0,miss_ratio,25.7051
../results/SPEC2006_runbench/bzip.total,L3_0,total_hits,42067318
../results/SPEC2006_runbench/bzip.total,L3_0,total_miss,1706829
../results/SPEC2006_runbench/bzip.total,L3_0,total_access,43774147
../results/SPEC2006_runbench/bzip.total,L3_0,hit_ratio,96.1008
../results/SPEC2006_runbench/bzip.total,L3_0,miss_ratio,3.8992
